split,kind,anchor_text,other_text,label
train,hard_negative,Construction of Pond,Construction of Street,0
train,hard_negative,Papu Yadav S/o Bachha Yadav ke Ghar ke samne Handpump,Vijai Pasi S/o Durjan Pasi ke Ghar ke samne Handpump,0
train,positive,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)","open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",1
train,positive,16 miter unchai wale L.E.D. (150*8) high mask light maranga chauk bypass aek adad  adhisthapit karne ki anusansha ki jati hai,16 miter unchai wale L.E.D. (150*8) high mask light abhayram chakala panchayat ke vinowagram chauk par aek adad adhisthapit karne ki anusansha ki jati hai,1
train,hard_negative,VIJAY KUMAR YADAV S\O LALCHAND YADAV K GHAR 01 NAG SOLAR LIGHT,LAL JI SAROJ S\O RAM NIHOR SAROJ K GHAR 01 NAG SOLAR LIGHT,0
train,positive,Stainless Steel Mobile Water Tank With Fire Fighting equipment (Capacity 5000 Ltr),Stainless Steel Mobile Water Tank With Fire Fighting equipment (Capacity 5000 Ltr),1
train,positive,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)","open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",1
train,hard_negative,Nathu Ram Yadav S/o Mahadev Yadav Ke Ghar ke samane Handpump,Sandeep Diwakar S/o Narayan Lal Ke Ghar ke samane Handpump,0
train,hard_negative,"1- SHESH MANI YADAV S\O SATYA NARAYAN YADAV, 2-  BACHCHAN YADAV WAKIL S\O LALTA PRASAD K GHAR KUL 02 NAG SOLAR LIGHT","1- DIWAKAR MAURYA S\O VIPAT RAM MAURYA, 2- SURESH SAROJ S\O FOOLCHAND SAROJ K GHAR KUL 02 NAG SOLAR LIGHT",0
train,hard_negative,VISMILLAH S\O SULEMAN K GHAR 01 NAG SOLAR LIGHT,SANJAY YADAV S\O RAJ MANI YADAV K GHAR 01 NAG SOLAR LIGHT,0
train,hard_negative,SUSHIL SAROJ S\O BABULAL SAROJ K GHAR 01 NAG SOLAR LIGHT,SURESH CHAND YADAV S\O RAJ NARAYAN YADAV K GHAR 01 NAG SOLAR LIGHT,0
train,easy_negative,11.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE MEHMUDPUR BUZURGE ME SARKARI HOSPITAL  KE PASS HIGH MAST LIGHT),Dharmraj S/o SHiv Mangal Ke Ghar ke samane Handpump,0
train,hard_negative,ANIL KUMAR YADAV S\O GHANSHYAMPUR K GHAR 01 NAG SOLAR LIGHT,SHIV DHARI YADAV S\O BAIJ NATH YADAV K GHAR 01 NAG SOLAR LIGHT,0
train,positive,HIGH MAST LIGHT KA ADHISTHAPAN,HIGH MAST LIGHT KA ADHISTHAPAN -1,1
train,hard_negative,Kareli Pasi S/o Baiju ke Ghar ke samne Handpump,Balram S/o Manoshar Ke Ghar ke Samne Handpump,0
train,positive,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)","open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",1
train,hard_negative,"1- DHARMENDRA BIND S\O SHRI HARIYAT , 2- SANTOSH KUMAR S\O SATIRAM YADAV K GHAR KUL 02 NAG SOLAR LIGHT","1- MAHENDRA PRASAD SAROJ S\O SIYARAM SAROJ, 2- PAWAN GAUD S\O JILEDAR K GHAR KUL 02 NAG SOLAR LIGHT",0
train,positive,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,1
train,positive,khairau kalan tigela road par stainless steel (febricated) yatri shed,nakra me aafatpura tigela road par stainless steel (febricated) yatri shed,1
train,hard_negative,"Chandravati S/o Om Prakash, Sonaran ka purwa  Ke Ghar ke Samne Handpump",Sonu Yadav S/o Gulab Yadav Ke Ghar ke Samne Handpump,0
train,positive,Installation of Semi High Mast Lights in different villages as per attached recommendation letter. Revised Letter Attached,Installation of Semi High Mast Lights in different villages as per attached recommendation letter Revised Letter Attached,1
train,easy_negative,"Construction of New PDS Building at Awaidayanikottai, Mutugadu Panchayat",L.No. 184 Dt 07.10.2024 Gram Panchayat  Sonkhedi ke Gram Bhounkhedi me,0
train,hard_negative,KARIMATI BUS STAND KE PAS,SHIKRA BUS STAND KE PAS,0
train,positive,Providing of LED Street Lights in Dadpalle (V),Providing of LED Street Lights in agapalle (V),1
train,hard_negative,Block rajpur kallu bajar malik dargah aram shah majar rajpur town ke pass high must light,Block Rajpur Aram Shah Baba Dargah Chauraha Ambedkar Nagar Ke Pass High Mast Light,0
train,positive,Book's purchase for Student's improve knowledge and mental development.,Book's purchase for Student's improve knowledge and mental development.,1
train,positive,MS pole with LED Semi High Mast Light,MS pole with LED Semi High Mast Light,1
train,easy_negative,Sri Ramnarayan kori ke ghar ke pass solar light 4-way,"Development of playground and construction of gallery at Pochok Busty, Gitdabling GP  Ref: Amrita Rai (7602038981), Member Gitdabling GP, Sansad VI",0
train,easy_negative,Construction of SC Dharamshala,H.No. D-1021 se H.No. D-1069 tak side patri interlocking avm nali nirman karya. Length-215 Meter,0
train,hard_negative,Rajendra kumar S/o Jhurai Ke Ghar ke samane Handpump,Vivya Prakash S/o Ram moorat ke Ghar ke samne Handpump,0
train,easy_negative,Replacement of Existing Pipeline at Vettikulam- Arampulli Drinking Water Project in Poonjar Grama Panchayat.,INDAR PUR KALI MANDIR KE PAS HIGH MAST KI STHAPANA,0
train,easy_negative,Installation of a semi-high mast light with six LEDs at a public place in consultation with journalist Shri Rajeev Chaturvedi near village Nagla Nan Chintamani Tal of Amritpur assembly of my parliamentary constituency Farrukhabad. mobile number 8887500686. (Executing Agency UPSIC Muradabad),RAJGHATA PAHUCH MARG RAGHUNATH YADAV KE GHAR TAK SADAK NIRMAN,0
train,positive,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,1
train,easy_negative,C/o Culvert at Mirem Yober cultivation field in East Siang District,installation of solar street light near manjhidhan puja sthal in dhamdharwa village of siari,0
train,positive,Dibiyapur Naunikpur Chaurahe Ke Pass High Mast Light,Dibiyapur Kachhpura Chaurahe Ke Pass High mast Light,1
train,easy_negative,"Supply and installation of PC system,printers,copiers,projectors,needed electronic devices books and furniture for varios schools in Gyalshung district","Construction of ringwell near the house of Smt Sika Tokbipi, Cheksolangso",0
train,hard_negative,RAJESH MAURYA S\O ABHAY RAJ K GHAR 01 NAG SOLAR LIGHT,RAY SAHAB YADAV S\O RAM BALI YADAV K GHAR 01 NAG SOLAR LIGHT,0
train,positive,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast LIght,1
train,positive,Book's purchase for Student's improve knowledge and mental development.,Book's purchase for Student's improve knowledge and mental development.,1
train,positive,installation of solar street light near hari mandir teliyadih in tangtona.,installation of solar street light near kali mandir khatri tola,1
train,positive,26.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE UMARPUR ME CHORAHE  KE PASS HIGH MAST LIGHT),51.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE SADDO BAIR (MOHRA) ME BAIRKHA KUEIN KE PASS  HIGH MAST LIGHT),1
train,hard_negative,Kareli Pasi S/o Baiju ke Ghar ke samne Handpump,"Brijesh Kumar S/o Gokul Prasad, Masipur Dariyapur Ke Ghar ke Samne Handpump",0
train,positive,Book's purchase for Student's improve knowledge and mental development.,Book's purchase for Student's improve knowledge and mental development.,1
train,positive,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,1
train,hard_negative,Atul Kumar S/o Rajendra Kumar Ke Ghar ke samane Handpump,Pancham Lal S/o Chaube Lal Driyawan ka purwa ke ghar ke samne handpump,0
train,hard_negative,etawah mein near 22 khwaja high must light,etawah mein Bus adda Masjid ke pass  high must light,0
train,hard_negative,VIJAY PATEL S\O RAJ NATH PATEL K GHAR 01 NAG SOLAR LIGHT,MOHILAL SAROJ S\O BUDDHU SAROJ K GHAR 01 NAG SOLAR LIGHT,0
train,hard_negative,HUSAIN ALI S\O BUNEL KHAN K GHAR 01 NAG SOLAR LIGHT,HIMANCHAL GAUD S\O DUKHRAN GAUD K GHAR 01 NAG SOLAR LIGHT,0
train,hard_negative,Suresh Kumar S/o Shukuru Lal ke Ghar ke samane Handpump,Pancham Lal S/o Chaube Lal Driyawan ka purwa ke ghar ke samne handpump,0
train,positive,Cc tv camera,Cc tv camera,1
train,easy_negative,C/o Culvert (2 nos) at Paglam Village in Lower Dibang Valley District,"Gir Somnath District,Talala Taluka,Madhupur Jambur, CC road work on the road leading from Prachi road to Ganeshwali land Jodhla at Madhupur Jambur village",0
train,positive,Book's purchase for Student's improve knowledge and mental development.,Book's purchase for Student's improve knowledge and mental development.,1
train,positive,Purchase of mobile water tanker for village Aghawan,Purchase of mobile water tanker for village Bhopada,1
train,positive,27.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE MUSTAFAPUR ME MAIN CHORAHE KE PASS HIGH MAST LIGHT),85.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE KADRABADKHURD ME DHARMSHALA KE PASS  HIGH MAST LIGHT),1
train,hard_negative,1.High Mast light Police station,1.High Mast Light BSNL tower ke pass,0
train,positive,MS Pole with LED semi High Mast Light,MS Pole with LED Semi High Mast Light,1
train,positive,Book's purchase for Student's improve knowledge and mental development.,Book's purchase for Student's improve knowledge and mental development.,1
train,easy_negative,Mustak Ahamad S/o Vakil Ahamd Ke Ghar ke Samne Handpump,Mahsi ke Gram Rehuya Mansur me Pachdev Awasthi ke Ghar Se Madhavdeen Mishra ke Ghar Hote huye Sanatan Shaheedram Gopal Mishra Ke Ghar Ke pass Sanjeev Mishra Ke Ghar Tak Interlocking and Nali Nirman Karya,0
train,positive,MS Pole with LED semi High mast Light,MS Pole with LED semi High Mast Light,1
train,hard_negative,ISHHAQ S\O NIJAMUDDIN K GHAR 01 NAG SOLAR LIGHT,RAM SHIROMANI RAJBHAR S\O LALBALI K GHAR 01 NAG SOLAR LIGHT,0
train,positive,MS Pole with LED semi High mast Light,MS Pole with LED semi High Mast Light,1
train,hard_negative,MUNNA LAL YADAV S\O RAM LAUTAN YADAV K GHAR 01 NAG SOLAR LIGHT,Ramchaitra Patel s/o Rajpat Patel 1 nag Solar Lite,0
train,hard_negative,"1- PRAMOD YADAV S\O VINOD YADAV, 2- VIJAY KUMAR YADAV S\O HRIDYA NARAYAN YADAV K GHAR KUL 02 NAG SOLAR LIGHT","1- SHAILENDRA CHAUHAN S\O YASHWANT, 2- DEVENDRA YADAV S\O AMAR DEV K GHAR KUL 2 NAG SOLAR LIGHT",0
train,positive,5.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE HAMEEDPUR ME BHOLAY KE GHAR  KE PASS HIGH MAST LIGHT),73.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE MUNGADPUR ME BIJENDRA SINGH KE GHAR KE PASS  HIGH MAST LIGHT),1
train,hard_negative,PREMCHAND PAL S\O DEV SHARAN K GHAR 01 NAG SOLAR LIGHT,MOHILAL SAROJ S\O BUDDHU SAROJ K GHAR 01 NAG SOLAR LIGHT,0
train,hard_negative,NANHKOO RAM YADAV S\O SITA RAM YADAV K GHAR 01 NAG SOLAR LIGHT,AJAY PATEL S\O KESHAW PRASAD PATEL K GHAR 01 NAG SOLAR LIGHT,0
train,positive,MS Pole with LED semi High Mast Light,MS pole with LED Semi High Mast LIght,1
train,easy_negative,One semi high mast light(6 lights 200watt)in every village,"gram-molaheri, vikaskhand-sadar, tehsil-sadar me bijendra ke khet se umesh ke tyube bel tak brick soling work.",0
train,hard_negative,MANOJ YADAV S\O GULAB CHAND YADAV K GHR 01 NAG SOLAR LIGHT,KAMLESH YADAV S\O DASRATH YADAV K GHAR 01 NAG SOLAR LIGHT,0
train,hard_negative,gomadih me highmast light kary,Sarai pohi gram ke marg par highmast light,0
train,hard_negative,Providing of Installation in Mini High Mass Light ( 9 Mt / 100 W Light 6 No)at Nallur ADC near Drama Stage,Providing of Installation in Mini High Mass Light(9 Mt Height / 100 W) 6 numbers at near Draupadi Amman Temple in Agaram Panchayat,0
train,hard_negative,Construction of PCC road from Maniram Munda's house to Gothauli in village Todangdih of Baruhatu Panchayat under Kuchai block.,Construction of PCC road from Bhagirathi Mahato's house to village Pradhan Mangal Marandi's house in village Pawarol of Mahitpur Panchayat under Seraikela block.,0
train,positive,L.No. 179 Dt. 07.10.24 Gram Panchayat Mathani ke mathni me,L.No. 179 Dt. 07.10.24 Gram Panchayat Jamthi ke Jamthi me,1
train,hard_negative,Ram Chandra Yadav Son of  Dhanai Lal yadav Add.- Siya Brej ke Ghar ke samne hundpump,Jitendra Patel Son of Ram Singh Add.- Kajipur Kusemar Babganj ke Ghar ke samne hundpump,0
train,easy_negative,Gram Sabha Barauna me Rakesh Bind Ke ghar ke Pas,Construction of Ration Shop Building in Avadi Assembly Constituency Thiruvekadu Municipality Ward No. 14,0
train,positive,4.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE BISAT BIJENDRA SINGH KE GHAR KE PASS HIGH MAST LIGHT),72.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE FATEHULLAPUR DURG ME MAIN CHORAHE PAR HIGH MAST LIGHT),1
train,positive,Installation of Semi High Mast Lights at different places as per attached recommendation letter.,Installation of Semi High Mast Lights at different places as per attached recommendation letter.,1
train,positive,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,1
train,positive,MS Pole with LED semi High Mast Light,MS Pole with LED Semi High Mast Light,1
train,hard_negative,Allipur Masjid ke samne handpump,Gaya Prasad S/o Rsamdeen Ke Ghar ke Samne Handpump,0
train,hard_negative,BANSH RAJ YADAV S\O BHULAI YADAV K GHAR 01 NAG SOLAR LIGHT,RAM PARAKASH PANDEY S\O TRIDEV PANDEY K GHAR 01 NAG SOLAR LIGHT,0
train,positive,AGDAL BUS STAND KE PAS,MARSARHA BUS STAND KE PAS,1
train,positive,"Computer Education project at  Govt. U.P. School, Luhurenberni, GP-Hamirpur, Block-Subdega","Computer Education project at  Govt. U.P. School, Tedgamuha, GP-Rajpur, Block-Subdega",1
train,hard_negative,"1- TRIBHUWAN VISWAKARMA S\O PREM SHANKAR VISWAKARMA, 2- RAJENDRA YADAV S\O PREM CHANDRA YADAV K GHAR KUL 02NAG SOLAR LIGHT","1- BHOLA SHILP KAR S\O MUNNU LAL, 2- RAJENDRA SONKAR S\O BANWARI LAL SONKAR K GHAR KUL 02 NAG SOLAR LIGHT",0
train,hard_negative,setup of high mask street light at dev gaudam,setup a solar high mast street light at S S B camp bhaluahi,0
train,positive,MS pole with LED semi High Mast Light,MS pole with LED Semi High Mast Light,1
train,hard_negative,BAGHAU ME BUS STAND KE PAS,BOKARO BUS STAND KE PAS,0
train,positive,purchase of books for school library. sanction of five lacs for  each and every school,purchase of books for school library. sanction of five lacs for every school,1
train,positive,Sri Ramnarayankori ke ghar ke pass solar light 4-way,Lalit rawat ke ghar ke pass solar light 4-way,1
train,positive,16 miter unchai wale L.E.D. (150*8) high mask light D.I.G. Chauk me aek adad adhisthapit karne ki anusansha ki jati hai,16 miter unchai wale L.E.D. (150*8) high mask light madhopada badi masjid ke bagal me aek adad adhisthapit karne ki anusansha ki jati hai,1
train,hard_negative,NITESH YADAV S\O BANKE LAL YADAV K GHAR 01 NAG SOLAR LIGHT,ASHOK SAROJ S\O BULLUR K GHAR 01 NAG SOLAR LIGHT,0
train,hard_negative,Construction of CC Road from K. Ravindra Reddy House to Peddamittapalli Road at Chinnamittapalli Village in Nellepalli GP of GD Nelloore Mandal and Constituency.,"Construction of CC road from Sheshamma House SC Colony Burial Ground Road to SC Colony burial ground in Thumba Village and GP of Bangarupalem Mandal, Puthalapattu Constituency.",0
train,hard_negative,Sanjay Singh S/o Narendra Singh ke Ghar ke samne Handpump,Mohd Jishan S/o Abdul Gaffar Ke Ghar ke Samne Handpump,0
train,hard_negative,KRISHNA KUMAR BAGGAD PANDEY S\O FOOL CHAND PANDEY K GHAR 01 NAG SOLAR LIGHT,Ashok Yadav s/o Pandhari Yadav Ke Ghar 1 nag Solar Lite,0
train,hard_negative,Raniya S/o Ajij Ahmad ke Ghar ke samne Handpump,Balvan Yadav S/o Sajan Yadav Ke Ghar ke Samne Handpump,0
train,hard_negative,BUDHGAUNA BUS STAND KE PAS,MANKISAR BUS STAND KE PAS,0
train,easy_negative,Utkarmit Uchhy VidyalayChandan Kasera block basopatti men 2 set lab upkaran ka kray evam adhisthapan karya,Construction of concrete road from Pimpaleshwar Mandir to house of Datta Chikane and Vasant Chikane Ho0use and closed drainage,0
train,easy_negative,Gram Tas Pura me ranpura tas pura samprak mrag se mayaram ke tubwel ki or C.C mrag nirman karya (Woorking Agency R E S agra),Installation of LED street light (60watt)from labpur Sastinagar Bus Stop to Laghata Rail Sub-Way via Labpur New Bus Stand (Lenth 2.75km) Executing Agency will be EO LABPUR PANCHAYAT SAMITY.,0
train,hard_negative,RAMA SHANKAR YADAV S\O SUKKHU YADAV K GHAR 01 NAG SOLAR LIGHT,SANJAY YADAV S\O RAJ MANI YADAV K GHAR 01 NAG SOLAR LIGHT,0
train,hard_negative,BISUNI TOLA BUS STAND KE PAS,CHORGADI BUS STAND KE PAS,0
train,hard_negative,Mo Aushaf S/o Meraj Ahmad Address Basedhi Ke Ghar ke Samne Handpump,Arjun S/o Gulpat Prasad ke ghar ke samne handpump,0
train,hard_negative,TEJ BAHADUR PATEL S\O PARAS NATH PATEL K GHAR 01 NAG SOLAR LIGHT,ANIL CHAUHAN S\O LAL JI CHAUHAN K GHAR 01 NAG SOLAR LIGHT,0
train,positive,installation of solar street light near hazari vaidh tola mansa mandir in hazari,installation of solar street light near hazari bajrang bali mandir in hazari,1
train,positive,gram panchayat Ahira me tirahe ke pass sarwjanik sthan par high mast light sthapna karya,gram panchayat Kanthipur chaurahe ke paas sc/st basti ke sarwjanik sthan par high mast light sthapna karya,1
train,positive,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)","open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",1
train,positive,Installation of Semi High Mast Lights in different villages as per attached recommendation letter. Revised Letter Attached,Installation of Semi High Mast Lights in different villages as per attached recommendation letter Revised Letter Attached,1
train,easy_negative,Installtion of RO System at Govt. Primary Smart School Yare Shah Wala  ( Capacity 500 Ltrs),Purchase of TURP Set in Civil hospital Faridkot,0
train,hard_negative,Fitting of Sitting RCC Benches in Public Places,Fitting of Sitting RCC Benches in Public Places at Gram panchayat Pakka no 1,0
train,hard_negative,Rahul Saroj son of Rajaram Add.-Bihariya bihar ke Ghar ke samne hundpump,Nokhe Lal Son of Ram Swroop Pasi Add.- Devepur Shakardha Bihar ke Ghar ke samne hundpump,0
train,hard_negative,ANIL KUMAR YADAV S\O GHANSHYAMPUR K GHAR 01 NAG SOLAR LIGHT,THAKUR PRASAD YADAV S\O KAMTA PRASAD YADAV K GHAR 01 NAG SOLAR LIGHT,0
train,easy_negative,"Construction of Pacca Path  from Mohalla – Manshal, Ward no. 5, Primary School Upper Halla at Panchayat- Halla –B, Tehsil Ramban, Ramban",GI WATER TENKER WITH FIRE FIGHTER 900*16 TYRE INCLUDE,0
train,hard_negative,Suresh S/o Lallu Pasi ke Ghar ke samane Handpump,Suresh Kumar S/o Shukuru Lal ke Ghar ke samane Handpump,0
train,hard_negative,1.High mast light Harjan basti hetram ke makan ke pass.,1.High Mast Light Sarkari asptal ke pass.,0
train,easy_negative,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,"Purchasing book “Mahamanithar Nehru"" published by Nava India Publishing House for all middle, high and high Secondary school libraries under Tiruvallur Parliamentary Constituency.",0
train,hard_negative,gram panchayat narayanpur me krishnpal yadav ke chaurahe ke paas sarvjanik sthan par himax light sthapna kary,gram panchayat badaganv me thakur ji ke sthan par sarvjanik sthan par himax light sthapna kary,0
train,positive,25.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE SHAHABPURA ME MASZID KE PASS HIGH MAST LIGHT),81.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE ASIFABAD BHAWAN URF GAWDI ME RAVIDASH DHARMSHALA KE PASS  HIGH MAST LIGHT),1
train,positive,MS Pole with LED semi High Mast Light,MS Pole with LED Semi High Mast Light,1
train,easy_negative,Purchasing of smart class room equipment for Rani Annadurai Govt.Hr.sec. School in Kanchipuram Corporation. (Supply of smart class equipment 2 set),Gram Sabha Gajdhara me Surya Bali Bind ke ghar ke pas Mandir ke sameep,0
train,hard_negative,PREMCHAND PAL S\O DEV SHARAN K GHAR 01 NAG SOLAR LIGHT,DAYA SHANKAR YADAV S\O DEV RAJ YADAV K GHAR 01 NAG SOLAR LIGHT,0
train,positive,Book's purchase for Student's improve knowledge and mental development.,Book's purchase for Student's improve knowledge and mental development.,1
train,hard_negative,MAHENDRA PRATAP YADAV S\O RAM NARESH YADAV K GHAR 01 NAG SOLAR LIGHT,TASLIM ARIF S\O JIYA UL HAQ K GHAR 01 NAG SOLAR LIGHT,0
train,positive,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)","open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",1
train,positive,16 miter unchai wale L.E.D. (150*8) high mask light DRC bhawan ke samne aek adad  adhisthapit karne ki anusansha ki jati hai,16 miter unchai wale L.E.D. (150*8) high mask light abhayram chakala panchayat ke vinowagram chauk par aek adad adhisthapit karne ki anusansha ki jati hai,1
train,hard_negative,etawah mein near vijay nagar chauraha mandi hight must light,Etawah mein Budh bihar Park Etawah Numaish ke pass high must light,0
train,hard_negative,Anuradha W/o Jugraj Singh Ke Ghar ke Samne Handpump,Navrang Singh S/o Shri Niwas Ke Ghar ke Samne Handpump,0
train,positive,HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE SARAI MAHESH MAI SARKARI SCHOOL KE SAMNE QABRISTAN MAI HIGH MAST LIGHT),HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY RAMPUR BY IA UPSIC MORADABAD(VILLAGE DOONDAWALA MUSTAKAM MAI  BARE PEER KI DARGAH WALE QABRISTAN MAI HIGH MAST LIGHT),1
train,positive,L.No. 177 Dt 07.10.24 Gram panchayat  Badora me mangal bhavan ke samne,L.No. 177 Dt 07.10.24 Gram panchayat  Badora me nagdeo mandir ke pass,1
train,hard_negative,SANJAY YADAV S\O RAJ MANI YADAV K GHAR 01 NAG SOLAR LIGHT,SUBASH PATEL S\O MUNNI LAL PATEL K GHAR 01 NAG SOLAR LIGHT,0
train,hard_negative,"1- MEWALAL YADAV S/O SEETA RAM YADAV , 2- BHARAT LAL YADAV S/O SHREE RAM YADAV K GHAR 02 NAH SOLAR LIGHT","1- DIWAKAR MAURYA S\O VIPAT RAM MAURYA, 2- SURESH SAROJ S\O FOOLCHAND SAROJ K GHAR KUL 02 NAG SOLAR LIGHT",0
train,hard_negative,Installation of RO System Capacity 500 Ltrs. at Govt. Girls Sen. Sec. School Mudki City,Installtion of RO System at Govt. Primary School Kada Bora ( Capacity 500 Ltrs),0
train,positive,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)","open gym material (ped deck, rover, air swing swing, leg press, surf board cross trainer, parralel bar)",1
train,hard_negative,"1- RAJESH YADAV S\O RAJA RAM YADAV, 2- AKHILESH YADAV S\O RAJA RAM YADAV K GHAR KUL 02 NAG SOLAR LIGHT","1- MAHA NAND BIND S\O VANSHI DHAR BIND, 2- AMIT GAUTAM S\O LAL JI PRASAD K GHAR KUL 02 NAG SOLAR LIGHT",0
train,hard_negative,Mohd Imran S/o Mohd Ahamd  Ke Ghar ke Samne Handpump,Arjun S/o Gulpat Prasad ke ghar ke samne handpump,0
train,positive,MS Pole with LED Semi High Mast Light,MS Pole with LED Semi High Mast Light,1
train,positive,2.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE HAMEEDPUR ME RAKESH BALMIKI JEE KE GHAR  KE PASS HIGH MAST LIGHT),74.	HIGH MAST LIGHT WITH SIX LED RECOMMENDED IN MY CONSTITUENCY NAGINA BY IMPLEMNETING AGENCY PCCD BIJNORE (VILLAGE MANDORI ME DHARMSHALA KE PASS  HIGH MAST LIGHT),1
train,hard_negative,Sri Rambabu chaurasia ke ghar ke pass solar light 4-way,Balveer yadav sagarpur ke ghar ke pass solarlight 4-way,0
train,positive,TEJ BAHADUR PATEL S\O PARAS NATH PATEL K GHAR 01 NAG SOLAR LIGHT,VIJAY PATEL S\O RAJ NATH PATEL K GHAR 01 NAG SOLAR LIGHT,1
train,easy_negative,"Work of RCC Road from the building of Ghanshyamabhai to Vishnu Kiran Store at Italava village Taluka Palsana, District Surat","Construction of Stair at Bonas Pond Chat Ghat at Village-Bijuliya under Bijuliya Panchayat, Ratu block.",0
train,hard_negative,Jubair Ahamad S/o Mohad Ahamad Ke Ghar ke samane Handpump,Surjeet Kumar S/o Hublal ke Ghar ke samane Handpump,0
train,easy_negative,Installation of solar street light in palamu panchayat: 1)Near shukrawar bazaar hanuman mandir 2)Near hanuman mandir badki kudi 3)Near shiv mandir badki kudi 4)Near rakhwa mod 5)Near palamu shiv mandir 6)Near rasbedwa jagarnath mahto house 7)Near pandra house upartola 8)Near jamun ped rohaniyabeda 9)Near teklal mahto house charak paniya 10)Near kodadih kali manda,Purchase of Steel mobile water tanker,0
train,positive,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)","open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",1
train,hard_negative,Narendra Dubye S/o Late Awdesh Dubye ke Ghar ke samne Handpump,Mohd Jishan S/o Abdul Gaffar Ke Ghar ke Samne Handpump,0
train,hard_negative,Lavkush S/o Bade Lal ke Ghar ke samne Handpump,Shushant Singh S/o Pawan Singh ke ghar ke samne handpump,0
train,positive,Installation 2 no of highmast street light under  bara saota gp.Executing Agency will be EO NANOOR PANCHAYAT SAMITY.,"Installation 2 no of highmast street light under jalandi GP,Executing AGENCY will be EO NANOOR PANCHAYAT SAMITY.",1
train,hard_negative,Sachin Kumar S/o Shivakant ke Ghar ke samane Handpump,Ramchandra Singh S/o Gulab Singh  ke Ghar ke samne Handpump,0
train,positive,MS Pole with LED semi High Mast Light,MS Pole with LED semi High Mast Light,1
train,positive,Installation of Semi High Mast Lights in different villages as per attached recommendation letter Revised Letter Attached,Installation of Semi High Mat Lights at different places as per attached recommendation letter Revised Letter Attached,1
